,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
1342,Why Did I Get Married Too?,2010,Tyler Perry,Michael Jai White,121,8,20000000,60072596,4.4,7664,68,40,0,0,2000,6657
1343,Me Before You,2016,Thea Sharrock,Sam Claflin,110,0,20000000,56154094,7.6,44723,130,151,17,51000,11000,21852
1344,Madea's Witness Protection,2012,Tyler Perry,John Amos,114,5,20000000,65623128,4.8,7354,50,31,0,0,982,2753
1345,Bad Moms,2016,Jon Lucas,Mila Kunis,100,9,20000000,55461307,6.7,4654,46,81,24,18000,15000,18786
1346,Return to Never Land,2002,Robin Budd,Roger Rees,72,1,20000000,48423368,5.8,13324,79,80,2,302,1000,3402
1347,Selma,2014,Ava DuVernay,David Oyelowo,128,0,20000000,52066000,7.5,61114,212,364,151,22000,1000,3869
1348,The Jungle Book 2,2003,Steve Trenbirth,Haley Joel Osment,72,0,20000000,47887943,5.4,11634,58,85,0,227,3000,4480
1349,Boogeyman,2005,Stephen Kay,Barry Watson,89,0,20000000,46363118,4.1,25960,389,140,19,1000,526,1383
1350,Premonition,2007,Mennan Yapo,Nia Long,96,0,20000000,47852604,5.9,62364,337,184,9,0,826,1825
1351,The Tigger Movie,2000,Jun Falkenstein,Kath Soucie,77,0,30000000,45542421,6.3,13319,53,89,25,347,304,575
1352,Max,2015,Boaz Yakin,Jay Hernandez,111,0,20000000,42652003,6.8,18915,87,61,132,33000,1000,2851
1354,Spotlight,2015,Tom McCarthy,Billy Crudup,128,2,20000000,44988180,8.1,195333,409,474,310,80000,745,1058
1355,Lakeview Terrace,2008,Neil LaBute,Jay Hernandez,110,1,22000000,39263506,6.1,40469,135,165,119,0,1000,2382
1356,The Grudge 2,2006,Takashi Shimizu,Sarah Michelle Gellar,137,0,20000000,39143839,5.0,38658,284,131,70,930,4000,5746
1357,How Stella Got Her Groove Back,1998,Kevin Rodney Sullivan,Richard Lawson,124,1,20000000,37672350,5.5,5427,51,29,8,0,508,1660
1358,Bill & Ted's Bogus Journey,1991,Peter Hewitt,Keanu Reeves,93,2,20000000,38037513,6.2,49680,117,43,12,0,18000,20188
1359,The American,2010,Anton Corbijn,Violante Placido,105,1,20000000,35596227,6.3,79461,463,333,210,10000,978,1454
1360,Selena,1997,Gregory Nava,Jon Seda,127,1,20000000,35422828,6.7,19126,155,37,16,0,565,1735
1361,Vampires Suck,2010,Jason Friedberg,Diedrich Bader,82,7,20000000,36658108,3.5,39095,187,122,82,16000,759,2898
1362,This Is Where I Leave You,2014,Shawn Levy,Tina Fey,103,8,19800000,34290142,6.6,54242,145,156,189,14000,2000,4662
1363,Doubt,2008,John Patrick Shanley,Philip Seymour Hoffman,104,0,20000000,33422556,7.5,99236,321,293,53,0,22000,33903
1364,Team America: World Police,2004,Trey Parker,Jeremy Shada,98,5,30000000,32774834,7.2,136048,700,233,406,0,860,2609
1365,Texas Chainsaw 3D,2013,John Luessenhop,Gunnar Hansen,92,0,11000000,34334256,4.8,35131,255,282,34,16000,383,1945
1366,Copycat,1995,Jon Amiel,William McNamara,123,0,20000000,32051917,6.6,42315,140,57,36,0,10000,12338
1367,Scary Movie 5,2013,Malcolm D. Lee,Marisa Saks,88,8,20000000,32014289,3.5,50337,177,153,92,13000,31000,34319
1368,Milk,2008,Gus Van Sant,James Franco,128,1,20000000,31838002,7.6,136673,281,324,835,10000,11000,13189
1369,Risen,2016,Kevin Reynolds,Peter Firth,107,2,20000000,36874745,6.3,12276,117,122,58,21000,141,389
1370,Ghost Ship,2002,Steve Beck,Isaiah Washington,91,0,35000000,30079316,5.5,75920,474,156,17,0,534,1083
1371,A Very Harold & Kumar 3D Christmas,2011,Todd Strauss-Schulson,Patton Oswalt,90,4,19000000,35033759,6.3,55008,93,161,12,21000,786,2462
1372,Wild Things,1998,John McNaughton,Bill Murray,115,3,20000000,29753944,6.5,90677,389,69,39,0,13000,14275
1373,The Debt,2010,John Madden,Tom Wilkinson,113,3,20000000,31146570,6.9,55441,165,258,108,0,1000,1136
1374,High Fidelity,2000,Stephen Frears,Drake Bell,113,0,20000000,27277055,7.6,143137,602,174,350,10000,1000,3141
1375,Eye for an Eye,1996,John Schlesinger,Joe Mantegna,101,1,20000000,53146000,6.1,9845,77,31,154,613,1000,3174
1376,The Bank Job,2008,Roger Donaldson,Jason Statham,111,0,20000000,30028592,7.3,152247,189,222,79,0,26000,27755
1377,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,Kate Winslet,108,1,20000000,34126138,8.3,666937,1514,273,1000,52000,14000,19364
1378,You Again,2010,Andy Fickman,Jamie Lee Curtis,105,6,20000000,25677801,5.8,41273,136,91,99,0,2000,4813
1379,Street Kings,2008,David Ayer,Keanu Reeves,109,4,20000000,26415649,6.8,94892,189,190,453,0,18000,33878
1380,The World's End,2013,Edgar Wright,Michael Smiley,109,6,20000000,26003149,7.0,185587,401,427,1000,49000,177,278
1381,Nancy Drew,2007,Andrew Fleming,Kay Panabaker,99,5,20000000,25584685,5.9,15877,102,93,26,590,720,3327
1382,Daybreakers,2009,Michael Spierig,Jay Laga'aia,98,0,20000000,29975979,6.5,105797,281,292,35,0,125,189
1383,She's Out of My League,2010,Jim Field Smith,Mike Vogel,104,1,20000000,31584722,6.4,101730,131,180,14,0,2000,5707
1384,Stay Alive,2006,William Brent Bell,Adam Goldberg,75,0,9000000,23078294,5.1,25870,281,112,19,0,1000,3590
1385,Quigley Down Under,1990,Simon Wincer,Alan Rickman,119,1,20000000,21413105,6.8,15230,97,20,23,0,25000,45841
1386,Alpha and Omega,2010,Anthony Bell,Kevin Sussman,90,0,20000000,25077977,5.3,10986,84,84,0,0,681,2486
1387,The Covenant,2006,Renny Harlin,Laura Ramsey,97,0,20000000,23292105,5.3,39541,334,120,212,3000,960,3261
1388,To Die For,1995,Gus Van Sant,Kurtwood Smith,106,0,20000000,21200000,6.8,34774,162,59,835,1000,1000,3598
1389,Nerve,2016,Henry Joost,Samira Wiley,96,0,20000000,28876924,7.1,4303,35,86,24,0,646,1780
1390,Vampires,1998,John Carpenter,Sheryl Lee,104,0,20000000,20241395,6.1,42664,403,114,0,0,2000,5123
1391,My Best Friend's Girl,2008,Howard Deutch,Dane Cook,112,3,40000000,19151864,5.9,36983,100,80,41,0,1000,3301
1392,Endless Love,2014,Shana Feste,Alex Pettyfer,104,0,20000000,23393765,6.3,31323,76,98,19,0,15000,18760
1393,Georgia Rule,2007,Garry Marshall,Hector Elizondo,113,3,20000000,18882880,5.9,20539,125,88,0,681,995,4039
1394,Under the Rainbow,1981,Steve Rash,Mako,98,0,20000000,8500000,5.4,2061,34,13,15,501,691,1761
1395,Simon Birch,1998,Mark Steven Johnson,Oliver Platt,114,2,30000000,18252684,6.9,18366,219,60,160,0,1000,1816
1396,Reign Over Me,2007,Mike Binder,Adam Sandler,124,2,20000000,19661987,7.5,83786,231,154,57,0,11000,17050
1397,Into the Wild,2007,Sean Penn,Kristen Stewart,148,0,15000000,18352454,8.2,426359,760,274,0,76000,17000,18752
1398,School for Scoundrels,2006,Todd Phillips,Jon Heder,108,1,20000000,17803796,5.9,26100,97,110,480,484,970,4374
1399,From Dusk Till Dawn,1996,Robert Rodriguez,Quentin Tarantino,108,2,19000000,25753840,7.3,219091,592,165,0,12000,16000,23296
1400,Pooh's Heffalump Movie,2005,Frank Nissen,Kath Soucie,68,0,20000000,18081626,6.4,4180,32,45,0,264,304,861
1401,Home for the Holidays,1995,Jodie Foster,Robert Downey Jr.,103,1,20000000,17518220,6.6,9105,76,45,0,0,21000,25263
1402,The Country Bears,2002,Peter Hastings,Haley Joel Osment,88,1,35000000,16988996,4.0,3875,75,43,0,422,3000,8189
1403,21 Grams,2003,Alejandro G. Irritu,Naomi Watts,124,0,20000000,16248701,7.7,189683,559,192,0,0,6000,7567
1404,Paparazzi,2004,Paul Abascal,Cole Hauser,84,0,20000000,15712072,5.8,13210,138,77,2,269,787,2915
1405,A Guy Thing,2003,Chris Koch,Thomas Lennon,101,3,20000000,15408822,5.6,14147,92,81,13,401,651,2698
1406,Loser,2000,Amy Heckerling,Andy Dick,98,2,20000000,15464026,5.3,23076,158,81,143,1000,302,1189
1407,The Man Who Knew Too Little,1997,Jon Amiel,Bill Murray,94,1,20000000,13801755,6.6,23928,100,34,36,0,13000,15183
1408,What's Your Number?,2011,Mark Mylod,Chris Evans,117,1,20000000,13987482,6.0,58957,91,151,20,0,11000,15713
1409,Envy,2004,Barry Levinson,Amy Poehler,99,1,40000000,12181484,4.8,26390,176,76,272,713,1000,1189
1410,Crank: High Voltage,2009,Mark Neveldine,Jason Statham,96,0,20000000,13630226,6.2,112516,223,150,83,0,26000,30541
1411,Bullets Over Broadway,1994,Woody Allen,Jim Broadbent,98,4,20000000,13383737,7.5,29385,86,67,11000,979,1000,4302
1412,One Night with the King,2006,Michael O. Sajbel,James Callis,123,0,20000000,13391174,6.3,5796,177,36,6,0,541,908
1413,The Quiet American,2002,Phillip Noyce,Brendan Fraser,101,2,30000000,12987647,7.1,24019,199,149,176,983,3000,3431
1414,The Weather Man,2005,Gore Verbinski,Nicolas Cage,102,1,22000000,12469811,6.6,69172,316,156,563,0,12000,13156
1415,Undisputed,2002,Walter Hill,Fisher Stevens,94,2,20000000,12398628,6.1,21542,88,64,394,977,922,2880
1416,Ghost Town,2008,David Koepp,Aasif Mandvi,102,3,20000000,13214030,6.7,60516,147,210,192,0,346,500
1417,12 Rounds,2009,Renny Harlin,Taylor Cole,108,1,22000000,12232937,5.6,22823,113,113,212,0,969,2799
1418,Let Me In,2010,Matt Reeves,Chlo Grace Moretz,116,0,20000000,12134420,7.2,92237,366,390,198,25000,17000,20258
1419,3 Ninjas Kick Back,1994,Charles T. Kanganis,Victor Wong,93,0,20000000,11784000,4.3,6701,26,5,18,444,400,1151
1420,Be Kind Rewind,2008,Michel Gondry,Quinton Aaron,102,2,20000000,11169531,6.4,79855,235,248,1000,0,734,1778
1421,Mrs Henderson Presents,2005,Stephen Frears,Bob Hoskins,103,1,20000000,11034436,7.1,13505,180,137,350,0,5000,5637
1422,Triple 9,2016,John Hillcoat,Kate Winslet,115,3,20000000,12626905,6.3,32567,106,214,214,0,14000,27214
1423,Deconstructing Harry,1997,Woody Allen,Woody Allen,96,2,20000000,10569071,7.4,35586,131,104,11000,0,11000,11867
1424,Three to Tango,1999,Damon Santostefano,Matthew Perry,98,2,20000000,10544143,6.1,16372,121,81,4,311,2000,4843
1425,Burnt,2015,John Wells,Bradley Cooper,101,1,20000000,13650738,6.6,61360,129,175,53,25000,14000,16926
1426,We're No Angels,1989,Neil Jordan,Robert De Niro,106,0,20000000,10555348,6.0,17349,42,20,277,855,22000,24887
1427,Everyone Says I Love You,1996,Woody Allen,Natasha Lyonne,101,0,20000000,9714482,6.8,30083,140,69,11000,0,1000,1614
1429,Death Sentence,2007,James Wan,Aisha Tyler,111,0,20000000,9525276,6.8,60156,299,166,0,0,856,3309
1430,Everybody's Fine,2009,Kirk Jones,Robert De Niro,99,1,21000000,8855646,7.2,49855,117,160,52,10000,22000,23409
1431,Code Name: The Cleaner,2007,Les Mayfield,Callum Rennie,91,3,20000000,8104069,4.5,9785,26,53,10,233,716,2700
1432,Connie and Carla,2004,Michael Lembeck,Debbie Reynolds,108,3,20000000,8054280,6.3,6838,117,76,54,924,786,2730
1433,Inherent Vice,2014,Paul Thomas Anderson,Martin Dew,148,0,20000000,8093318,6.7,61935,242,401,0,18000,204,707
1434,Battle of the Year,2013,Benson Lee,Chris Brown,110,19,20000000,8888355,5.0,7894,25,65,9,0,997,3177
1435,An American Carol,2008,David Zucker,Chriss Anglin,83,2,12000000,7001720,4.3,8560,205,45,119,797,885,2907
1436,Willard,2003,Glen Morgan,Laura Harring,100,0,22000000,6852144,6.2,15169,213,129,17,0,669,1267
1437,Strange Wilderness,2008,Fred Wolf,Kevin Alejandro,87,4,20000000,6563357,5.3,18571,120,58,29,847,1000,4218
1438,Topsy-Turvy,1999,Mike Leigh,Jim Broadbent,154,1,10000000,6201757,7.4,10037,202,103,608,608,1000,1690
1439,A Dangerous Method,2011,David Cronenberg,Michael Fassbender,99,3,15000000,5702083,6.5,80617,190,345,0,36000,13000,23755
1440,A Scanner Darkly,2006,Richard Linklater,Robert Downey Jr.,100,0,8700000,5480996,7.1,89383,293,232,0,0,21000,39507
1441,Chasing Mavericks,2012,Michael Apted,Gerard Butler,116,2,20000000,6002756,7.2,24997,75,116,150,13000,18000,21200
1442,Bandslam,2009,Todd Graff,Scott Porter,111,3,20000000,5205343,6.4,11958,39,79,650,1000,690,1573
1443,Birth,2004,Jonathan Glazer,Cameron Bright,100,1,20000000,5005883,6.1,29649,361,167,143,0,829,2295
1444,A Most Violent Year,2014,J.C. Chandor,David Oyelowo,125,0,20000000,5749134,7.0,45799,180,350,78,0,1000,3979
1445,Flash of Genius,2008,Marc Abraham,Dylan Authors,119,0,20000000,4234040,7.0,14301,45,99,18,0,20,64
1446,I'm Not There.,2007,Todd Haynes,Christian Bale,135,0,20000000,4001121,7.0,48346,230,231,162,0,23000,36398
1447,The Cold Light of Day,2012,Mabrouk El Mechri,Henry Cavill,93,3,20000000,3749061,4.9,28629,113,119,19,0,15000,30134
1448,The Brothers Bloom,2008,Rian Johnson,Zachary Gordon,114,4,20000000,3519627,6.9,41737,105,182,0,0,975,3014
1449,"Synecdoche, New York",2008,Charlie Kaufman,Philip Seymour Hoffman,124,0,21000000,3081925,7.5,55842,274,245,0,13000,22000,24732
1450,Can't Stop the Music,1980,Nancy Walker,Steve Guttenberg,124,0,20000000,2000000,4.5,2998,74,26,42,1000,801,1462
1451,The Proposition,2005,John Hillcoat,Ray Winstone,104,1,2000000,1900725,7.4,43205,232,168,214,0,1000,2129
1452,Courage,2015,Angelo Pizzo,Donny Boaz,118,4,20000000,2246000,7.0,2302,20,27,14,0,2000,3384
1453,Equilibrium,2002,Kurt Wimmer,Christian Bale,107,2,20000000,1190018,7.5,261317,1137,146,110,20000,23000,25088
1454,The Children of Huang Shi,2008,Roger Spottiswoode,Radha Mitchell,125,4,40000000,1027749,7.1,8087,33,67,55,1000,991,1003
1455,The Yards,2000,James Gray,Charlize Theron,115,2,24000000,882710,6.4,16215,138,93,115,401,9000,11433
1456,The Oogieloves in the Big Balloon Adventure,2012,Matthew Diamond,Chazz Palminteri,88,0,20000000,1064277,6.7,14015,83,28,12,831,979,1978
1457,By the Sea,2015,Angelina Jolie Pitt,Brad Pitt,122,0,10000000,531009,5.3,7976,61,131,11000,0,11000,22319
1458,The Game of Their Lives,2005,David Anspaugh,Gerard Butler,101,0,20000000,375474,6.2,2613,46,21,25,445,18000,20354
1459,Rapa Nui,1994,Kevin Reynolds,Esai Morales,107,1,20000000,305070,6.4,3843,25,9,58,399,699,1592
1460,Dylan Dog: Dead of Night,2010,Kevin Munroe,Marco St. John,107,1,20000000,1183354,5.1,13026,75,138,14,0,403,1577
1461,People I Know,2002,Daniel Algrant,Al Pacino,100,3,22000000,121972,5.5,9868,81,42,3,217,14000,15612
1462,The Tempest,2010,Julie Taymor,Djimon Hounsou,110,2,20000000,263365,5.4,6147,36,92,278,0,3000,3785
1463,Bad Teacher,2011,Jake Kasdan,Justin Timberlake,97,0,20000000,100292856,5.7,160418,296,286,52,16000,3000,5547
1464,Sea of Love,1989,Harold Becker,Al Pacino,113,1,19000000,58571513,6.8,30213,112,43,17,0,14000,15914
1465,A Cinderella Story,2004,Mark Rosman,Dan Byrd,95,2,20000000,51431160,5.9,62861,232,69,15,0,1000,3092
1466,Scream,1996,Wes Craven,David Arquette,103,0,15000000,103001286,7.2,222018,869,242,0,11000,611,1212
1467,Thir13en Ghosts,2001,Steve Beck,Shannon Elizabeth,91,0,20000000,41867960,5.5,65512,478,149,17,0,1000,3023
1468,House on Haunted Hill,1999,William Malone,Jeffrey Combs,93,0,19000000,40846082,5.6,45317,536,147,37,0,885,2872
1469,I Can Do Bad All by Myself,2009,Tyler Perry,Eric Mendenhall,113,6,13000000,51697449,4.1,8346,59,36,0,1000,607,1465
1470,The Switch,2010,Josh Gordon,Caroline Dhavernas,101,2,19000000,27758465,6.1,77987,120,181,8,0,544,1292
1471,Just Married,2003,Shawn Levy,Taran Killam,95,2,18000000,56127162,5.4,57479,205,97,189,0,500,2020
1472,Thomas and the Magic Railroad,2000,Britt Allcroft,Mara Wilson,85,1,19000000,15911333,3.6,2855,119,47,2,663,1000,2429
1473,The Crazies,2010,Breck Eisner,Radha Mitchell,101,0,20000000,39103378,6.5,93272,251,308,42,0,991,2609
1474,The Bounty,1984,Roger Donaldson,Liam Neeson,132,2,25000000,8600000,7.0,17982,95,29,79,1000,14000,28094
1475,The Book Thief,2013,Brian Percival,Emily Watson,131,1,19000000,21483154,7.6,98741,236,252,33,53000,876,1985
1476,Sex Drive,2008,Sean Anders,Katrina Bowden,129,1,19000000,8396942,6.5,72715,103,102,51,0,948,4324
1477,Leap Year,2010,Anand Tucker,Adam Scott,100,2,19000000,12561,6.4,71276,181,134,14,13000,3000,4094
1478,Take Me Home Tonight,2011,Michael Dowse,Topher Grace,97,4,23000000,6923891,6.3,43867,83,136,31,0,2000,5519
1479,The Nutcracker,1993,Emile Ardolino,Darci Kistler,92,0,19000000,2119994,5.7,1153,15,10,22,238,2,2
1480,Adaptation.,2002,Spike Jonze,Nicolas Cage,81,0,19000000,22245861,7.7,143251,710,241,0,0,12000,25489
1481,Land of the Dead,2005,George A. Romero,Tony Nappo,97,8,15000000,20433940,6.2,78883,662,252,0,0,654,1876
1482,The Invention of Lying,2009,Ricky Gervais,Jennifer Garner,100,3,18500000,18439082,6.4,94292,287,192,0,13000,3000,7252
1483,The Mask,1994,Chuck Russell,Peter Greene,114,0,18000000,119938730,6.9,265818,213,57,55,0,789,2085
1484,Big,1988,Penny Marshall,Tom Hanks,130,1,18000000,114968774,7.3,153468,204,99,545,0,15000,28018
1485,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,Luenell,82,1,18000000,128505958,7.3,297014,1198,343,119,0,332,505
1486,Legally Blonde,2001,Robert Luketic,Linda Cardellini,96,1,18000000,95001351,6.2,131801,548,163,126,0,2000,4380
1487,Star Trek III: The Search for Spock,1984,Leonard Nimoy,Leonard Nimoy,105,1,17000000,76400000,6.6,58743,192,110,12000,0,12000,14762
1488,The Exorcism of Emily Rose,2005,Scott Derrickson,Tom Wilkinson,122,0,20000000,75072454,6.7,96569,522,233,301,0,1000,2759
1489,Deuce Bigalow: Male Gigolo,1999,Mike Mitchell,Amy Poehler,88,1,17000000,65535067,5.7,59380,202,91,31,0,1000,2604
1490,Left Behind,2014,Vic Armstrong,Nicolas Cage,110,1,16000000,13998282,3.1,24854,374,169,179,31000,12000,15044
1491,The Family Stone,2005,Thomas Bezucha,Craig T. Nelson,103,0,17000000,6061759,6.3,49077,475,142,15,0,723,1615
1492,Barbershop 2: Back in Business,2004,Kevin Rodney Sullivan,Harry Lennix,106,4,18000000,64955956,5.7,10104,69,50,8,265,748,3956
1493,Bad Santa,2003,Terry Zwigoff,Bernie Mac,98,2,18000000,60057639,7.1,107815,485,195,72,10000,1000,3151
1494,Austin Powers: International Man of Mystery,1997,Jay Roach,Will Ferrell,68,2,17000000,53868030,7.0,183425,425,129,116,0,8000,10557
1495,My Big Fat Greek Wedding 2,2016,Kirk Jones,Nia Vardalos,94,10,18000000,59573085,6.1,13562,103,156,52,19000,567,2259
1496,Diary of a Wimpy Kid: Rodrick Rules,2011,David Bowers,Zachary Gordon,99,2,21000000,52691009,6.6,18727,45,103,42,0,975,3567
1497,Predator,1987,John McTiernan,Shane Black,107,1,15000000,59735548,7.8,290949,629,217,323,13000,1000,4223
1498,Amadeus,1984,Milos Forman,Jeffrey Jones,180,0,18000000,51600000,8.3,270790,549,134,869,16000,692,3076
1499,Prom Night,2008,Nelson McCormick,Ming-Na Wen,89,0,20000000,43818159,3.9,27664,260,146,29,1000,2000,4867
1500,Mean Girls,2004,Mark Waters,Tina Fey,97,4,17000000,86049418,7.0,245989,554,159,70,0,2000,5032
1501,Under the Tuscan Sun,2003,Audrey Wells,Raoul Bova,113,1,18000000,43601508,6.7,35718,317,111,22,0,727,1310
1502,Gosford Park,2001,Robert Altman,Kristin Scott Thomas,131,0,19800000,41300105,7.3,65201,651,187,500,0,1000,3261
1503,Peggy Sue Got Married,1986,Francis Ford Coppola,Nicolas Cage,103,0,18000000,41382841,6.3,27149,96,44,0,0,12000,14672
1504,Birdman or (The Unexpected Virtue of Ignorance),2014,Alejandro G. Irritu,Emma Stone,119,8,18000000,42335698,7.8,395087,1101,588,0,114000,15000,21668
1505,Blue Jasmine,2013,Woody Allen,Sally Hawkins,98,1,18000000,33404871,7.3,150082,384,415,11000,36000,594,1353
1506,United 93,2006,Paul Greengrass,Christian Clemenson,111,0,15000000,31471430,7.6,83374,828,279,521,0,97,313
1507,Honey,2003,Bille Woodruff,Christian Monzon,94,2,25000000,30222640,5.3,36666,144,97,23,0,2000,4868
1509,Spy Hard,1996,Rick Friedberg,Hulk Hogan,81,2,18000000,26906039,5.3,29621,76,27,8,588,844,2653
1510,The Fog,1980,John Carpenter,Jamie Lee Curtis,89,0,1000000,21378000,6.8,46492,335,212,0,7000,2000,4877
1511,Soul Surfer,2011,Sean McNamara,Dennis Quaid,106,1,18000000,43853424,7.1,35514,114,110,80,15000,2000,5024
1512,Observe and Report,2009,Jody Hill,Collette Wolfe,86,1,18000000,23993605,5.8,52467,248,190,62,0,390,727
1513,Conan the Destroyer,1984,Richard Fleischer,Mako,103,1,18000000,26400000,5.8,62009,109,77,130,2000,691,2481
1514,Raging Bull,1980,Martin Scorsese,Robert De Niro,121,1,18000000,45250,8.3,235133,494,151,17000,0,22000,23008
1515,Love Happens,2009,Brandon Camp,Judy Greer,109,0,18000000,22927390,5.6,25344,77,111,7,0,2000,4947
1516,Young Sherlock Holmes,1985,Barry Levinson,Nicholas Rowe,109,1,18000000,4250320,6.8,14870,86,64,272,0,155,605
1517,Fame,2009,Kevin Tancharoen,Kelsey Grammer,123,0,18000000,22452209,5.0,14062,82,134,64,0,808,5734
1518,127 Hours,2010,Danny Boyle,James Franco,94,0,18000000,18329466,7.6,279179,440,450,0,63000,11000,11984
1519,Small Time Crooks,2000,Woody Allen,Woody Allen,94,0,18000000,17071230,6.7,31169,192,128,11000,812,11000,23283
1520,Center Stage,2000,Nicholas Hytner,Amanda Schull,115,2,18000000,17174870,6.7,15817,210,68,13,0,757,1201
1521,Love the Coopers,2015,Jessie Nelson,Olivia Wilde,107,13,17000000,26284475,5.7,9051,68,97,24,0,10000,10691
1522,Catch That Kid,2004,Bart Freundlich,Kristen Stewart,91,0,18000000,16702864,5.2,8023,49,54,38,591,17000,18711
1523,Life as a House,2001,Irwin Winkler,Ian Somerhalder,125,0,18000000,15561627,7.5,39105,359,99,34,0,16000,21622
1524,Steve Jobs,2015,Danny Boyle,Kate Winslet,122,0,30000000,17750583,7.2,93548,307,412,0,23000,14000,28933
1525,"I Love You, Beth Cooper",2009,Chris Columbus,Alan Ruck,102,1,18000000,14793904,5.3,28209,80,107,0,0,946,4072
1526,Youth in Revolt,2009,Miguel Arteta,Steve Buscemi,90,2,18000000,15281286,6.5,64646,105,192,44,0,12000,16004
1527,The Legend of the Lone Ranger,1981,William A. Fraker,Jason Robards,98,0,18000000,8000000,5.0,1400,41,25,28,346,372,927
1528,The Tailor of Panama,2001,John Boorman,Daniel Radcliffe,109,0,18000000,13491653,6.1,23728,213,104,128,813,11000,14995
1529,Getaway,2013,Courtney Solomon,Rebecca Budig,90,1,18000000,10494494,4.4,19586,109,146,31,4000,210,676
1530,The Ice Storm,1997,Ang Lee,Joan Allen,112,0,18000000,7837632,7.5,46396,287,124,0,0,805,1466
1531,And So It Goes,2014,Rob Reiner,Yaya DaCosta,94,2,18000000,15155772,5.7,8895,48,107,0,3000,712,1673
1532,Troop Beverly Hills,1989,Jeff Kanew,Craig T. Nelson,105,1,18000000,8508843,5.5,7470,35,11,6,0,723,2368
1533,Being Julia,2004,Istvn Szab,Miriam Margolyes,104,2,18000000,7739049,7.1,10680,112,93,109,562,405,847
1534,9 Weeks,1986,Adrian Lyne,David Margulies,112,0,17000000,6734844,5.9,29591,118,38,213,0,567,711
1535,Dragonslayer,1981,Matthew Robbins,Ian McDiarmid,108,0,18000000,6000000,6.7,10832,102,60,25,0,1000,1263
1536,Labor Day,2013,Jason Reitman,J.K. Simmons,111,1,18000000,13362308,6.9,31898,111,217,655,0,24000,39307
1537,RocknRolla,2008,Guy Ritchie,Tom Hardy,114,4,18000000,5694401,7.3,194489,192,209,0,12000,27000,46944
1538,Megaforce,1982,Hal Needham,Barry Bostwick,99,2,20000000,5333658,3.5,2541,54,40,379,0,456,1356
1539,Hamlet,1996,Kenneth Branagh,Julie Christie,150,0,18000000,4414535,7.8,30618,224,85,0,0,597,1645
1540,Anything Else,2003,Woody Allen,Woody Allen,108,2,18000000,3203044,6.4,25165,155,128,11000,827,11000,14843
1541,The Railway Man,2013,Jonathan Teplitzky,Jeremy Irvine,116,2,18000000,4435083,7.1,27882,119,186,6,18000,25000,39463
1542,The Wraith,1986,Mike Marvin,Clint Howard,93,2,2700000,3500000,5.9,10082,100,70,28,0,1000,2319
1543,The Salton Sea,2002,D.J. Caruso,Adam Goldberg,103,0,18000000,676698,7.2,26730,180,79,154,2000,1000,4094
1544,Superbad,2007,Greg Mottola,Emma Stone,119,2,20000000,121463226,7.6,422606,555,256,99,0,15000,17584
1545,Step Up 2: The Streets,2008,Jon M. Chu,Cassie Ventura,98,2,23000000,58006147,6.2,67653,108,97,209,0,158,816
1546,Hoodwinked!,2005,Cory Edwards,Anne Hathaway,80,1,17500000,51053787,6.5,45900,247,142,19,0,11000,14385
1547,Hotel Rwanda,2004,Terry George,Don Cheadle,121,1,17500000,23472900,8.1,264533,609,187,83,12000,3000,4142
1548,Black Nativity,2013,Kasi Lemmons,Jennifer Hudson,93,5,17500000,7017178,4.4,1633,17,40,148,0,549,1373
1549,City of Ghosts,2002,Matt Dillon,Kirk Fox,116,0,17500000,325491,6.0,4387,67,38,0,204,109,245
1550,The Others,2001,Alejandro Amenbar,Fionnula Flanagan,101,0,17000000,96471845,7.6,268581,1109,239,448,20000,482,956
1551,Aliens,1986,James Cameron,Michael Biehn,154,1,18500000,85200000,8.4,488537,1076,250,0,18000,2000,4228
1552,Let's Be Cops,2014,Luke Greenfield,Rob Riggle,104,1,17000000,82389560,6.5,106820,147,129,42,14000,839,3627
1553,Sideways,2004,Alexander Payne,Virginia Madsen,126,0,12000000,71502303,7.5,149966,835,285,729,0,912,2170
1554,Halloween,1978,John Carpenter,Jamie Lee Curtis,101,0,300000,47000000,7.9,157857,1191,318,0,12000,2000,4400
1555,Good Boy!,2003,John Hoffman,Liam Aiken,87,1,17000000,37566230,5.1,3407,48,52,9,309,818,2164
1556,The Best Man Holiday,2013,Malcolm D. Lee,Harold Perrineau,123,5,17000000,70492685,6.7,11600,64,56,92,7000,1000,5306
1557,Smokin' Aces,2006,Joe Carnahan,Ryan Reynolds,109,0,17000000,35635046,6.7,121058,482,186,248,3000,16000,19410
1558,Saw 3D: The Final Chapter,2010,Kevin Greutert,Costas Mandylor,90,0,20000000,45670855,5.6,67978,279,178,52,12000,723,1978
1559,40 Days and 40 Nights,2002,Michael Lehmann,Emmanuelle Vaugier,96,0,17000000,37939782,5.6,62272,207,140,36,2000,1000,3294
1560,A Night at the Roxbury,1998,John Fortenberry,Will Ferrell,82,2,17000000,30324946,6.2,48458,239,63,12,0,8000,9271
